terminal_stock_price,option_payoff,hedge_portfolio_value,option_position_value,combined_position_value,hedging_error,cumulative_transaction_cost,rebalance_count,path_id
93.71539623365504,0.0,-0.1971040682343434,0.0,-0.1971040682343434,-0.1971040682343434,0.11217352244749093,31,path_0000
97.36561187775035,0.0,0.3816957591795145,0.0,0.3816957591795145,0.3816957591795145,0.1781160571796453,31,path_0001
115.06945816036543,15.069458160365429,-15.013669303307253,15.069458160365429,0.05578885705817527,0.05578885705817527,0.15418871768896558,31,path_0002
87.25375279010711,0.0,-0.2701501115933739,0.0,-0.2701501115933739,-0.2701501115933739,0.09712265843058537,30,path_0003
101.14139854353323,1.141398543533228,-1.1782579035607483,1.141398543533228,-0.03685936002752044,-0.03685936002752044,0.22582269769111368,31,path_0004
95.25060061266154,0.0,-0.08598706691023755,0.0,-0.08598706691023755,-0.08598706691023755,0.0646540281652713,31,path_0005
96.59919932083537,0.0,-0.21157384297838044,0.0,-0.21157384297838044,-0.21157384297838044,0.1402597727215515,31,path_0006
94.94612030130594,0.0,0.21838345672487536,0.0,0.21838345672487536,0.21838345672487536,0.09482083143222515,31,path_0007
87.96783826562185,0.0,0.20776998592843768,0.0,0.20776998592843768,0.20776998592843768,0.06356880616773627,29,path_0008
91.59402531289324,0.0,-0.3750432049013117,0.0,-0.3750432049013117,-0.3750432049013117,0.10007671810630275,31,path_0009
98.1911885384589,0.0,-0.7453068716265641,0.0,-0.7453068716265641,-0.7453068716265641,0.16664130787164913,31,path_0010
86.86360492561614,0.0,-0.0825464006299785,0.0,-0.0825464006299785,-0.0825464006299785,0.08883437963034549,29,path_0011
106.0663769976355,6.066376997635501,-6.5178488584002565,6.066376997635501,-0.4514718607647552,-0.4514718607647552,0.151571402602437,31,path_0012
107.29267939852325,7.292679398523248,-7.118574968976461,7.292679398523248,0.1741044295467873,0.1741044295467873,0.13644435671676475,31,path_0013
104.8881696296933,4.888169629693294,-4.9375951228784345,4.888169629693294,-0.04942549318514011,-0.04942549318514011,0.18021199395090293,31,path_0014
95.85773314023777,0.0,-0.5364367725324908,0.0,-0.5364367725324908,-0.5364367725324908,0.07252982117599438,31,path_0015
103.99043005575406,3.990430055754061,-4.029008856540486,3.990430055754061,-0.03857880078642495,-0.03857880078642495,0.2068639758683177,31,path_0016
89.65498208887746,0.0,-0.28111294465541997,0.0,-0.28111294465541997,-0.28111294465541997,0.07526644299359567,30,path_0017
90.46649535890387,0.0,0.20740485536131495,0.0,0.20740485536131495,0.20740485536131495,0.09123911251711135,31,path_0018
106.33997329760125,6.339973297601247,-6.741438309518358,6.339973297601247,-0.4014650119171108,-0.4014650119171108,0.12594729208485753,31,path_0019
94.66493366187699,0.0,0.03684234168864682,0.0,0.03684234168864682,0.03684234168864682,0.11855518024289874,31,path_0020
107.27067896244932,7.270678962449324,-6.821862377876869,7.270678962449324,0.4488165845724552,0.4488165845724552,0.18060067258066628,31,path_0021
111.71671567146073,11.716715671460733,-11.467365373957733,11.716715671460733,0.24935029750299975,0.24935029750299975,0.11126759140583087,31,path_0022
90.34248858001735,0.0,-0.1938880398127575,0.0,-0.1938880398127575,-0.1938880398127575,0.07491973077953383,30,path_0023
107.01179499124211,7.0117949912421125,-7.7632245935171085,7.0117949912421125,-0.751429602274996,-0.751429602274996,0.17272256155704258,31,path_0024
96.71370326503326,0.0,0.01974138581504392,0.0,0.01974138581504392,0.01974138581504392,0.101533632740249,31,path_0025
100.4039219914969,0.403921991496901,-0.7023213627851277,0.403921991496901,-0.2983993712882267,-0.2983993712882267,0.18789541479224006,31,path_0026
101.23647674971214,1.2364767497121392,-1.122458768453697,1.2364767497121392,0.11401798125844209,0.11401798125844209,0.17710648763826167,31,path_0027
95.00264990326944,0.0,-0.29752831521887607,0.0,-0.29752831521887607,-0.29752831521887607,0.0854835139792187,31,path_0028
103.35459599619409,3.3545959961940923,-3.721062340638724,3.3545959961940923,-0.3664663444446319,-0.3664663444446319,0.17159316586284268,31,path_0029
95.65961043219257,0.0,0.33229981696108063,0.0,0.33229981696108063,0.33229981696108063,0.1373907269758482,31,path_0030
114.44496760603822,14.444967606038219,-14.161680787343016,14.444967606038219,0.28328681869520267,0.28328681869520267,0.13697174067180726,30,path_0031
99.54495838987721,0.0,-0.6016247828533494,0.0,-0.6016247828533494,-0.6016247828533494,0.1769462566786183,31,path_0032
101.33180503422395,1.3318050342239474,-1.54672063947595,1.3318050342239474,-0.2149156052520027,-0.2149156052520027,0.1614093634638404,31,path_0033
97.53718348661641,0.0,-0.0448177407942989,0.0,-0.0448177407942989,-0.0448177407942989,0.15057546593108975,31,path_0034
102.95418907528176,2.954189075281761,-2.5710014858133263,2.954189075281761,0.38318758946843445,0.38318758946843445,0.1688675964076632,31,path_0035
93.40964251752679,0.0,0.14273710428685618,0.0,0.14273710428685618,0.14273710428685618,0.10921619769053263,31,path_0036
113.38887819892254,13.38887819892254,-12.885071796813307,13.38887819892254,0.5038064021092339,0.5038064021092339,0.17696471305882885,31,path_0037
99.81804618102389,0.0,-0.5259104113599591,0.0,-0.5259104113599591,-0.5259104113599591,0.2012945934688275,31,path_0038
99.10492789311331,0.0,-0.258744257644981,0.0,-0.258744257644981,-0.258744257644981,0.15449705929314678,31,path_0039
108.62473163267703,8.624731632677026,-8.967370062322672,8.624731632677026,-0.34263842964564617,-0.34263842964564617,0.12641676703784885,31,path_0040
100.21785218909854,0.21785218909853654,-0.09863294688442181,0.21785218909853654,0.11921924221411473,0.11921924221411473,0.23063768408260252,31,path_0041
102.83594821039172,2.83594821039172,-3.58326382019267,2.83594821039172,-0.7473156098009497,-0.7473156098009497,0.18260692165214515,31,path_0042
98.14886908073126,0.0,-0.24156923356215845,0.0,-0.24156923356215845,-0.24156923356215845,0.1225479955474271,31,path_0043
90.79191666928193,0.0,0.3139759643587086,0.0,0.3139759643587086,0.3139759643587086,0.10885646110454335,31,path_0044
87.68453478877072,0.0,0.5529672127568027,0.0,0.5529672127568027,0.5529672127568027,0.10580342986384118,30,path_0045
103.5266202551161,3.5266202551161,-3.336648255134321,3.5266202551161,0.18997199998177905,0.18997199998177905,0.18678006725621776,31,path_0046
111.11463702489498,11.114637024894975,-10.922166549551022,11.114637024894975,0.19247047534395278,0.19247047534395278,0.15986738507742643,31,path_0047
97.27490512667873,0.0,-0.3833916023145849,0.0,-0.3833916023145849,-0.3833916023145849,0.14106261350343988,31,path_0048
110.55173901356075,10.551739013560749,-9.450904445980512,10.551739013560749,1.100834567580236,1.100834567580236,0.17875262446854906,31,path_0049
97.32822083446376,0.0,-0.9825407395320467,0.0,-0.9825407395320467,-0.9825407395320467,0.11474927237957759,31,path_0050
94.9986137558,0.0,0.7009328499809646,0.0,0.7009328499809646,0.7009328499809646,0.10170237037153712,31,path_0051
101.58000107986629,1.5800010798662925,-1.2151428860824947,1.5800010798662925,0.3648581937837978,0.3648581937837978,0.16729215621820917,31,path_0052
96.52907412446254,0.0,-0.7964225325873073,0.0,-0.7964225325873073,-0.7964225325873073,0.13046142214620943,31,path_0053
98.76449453958573,0.0,-0.2802005039065065,0.0,-0.2802005039065065,-0.2802005039065065,0.1650814419178998,31,path_0054
